,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
4408, shocker673,7,1,14,2,My friend said shy person I humble friendly good sense Humor I love kids I without God believer I love swim go camping watch movies also like ride I adventurer love listen people learn believe education every mean must high school college I God fearing kind man I love help others need,man in black shirt and black shirt stands in front of woman in black shirt,1
4409, showtrust,4,0,10,1,I enjoy unusual surprises amazing events boom life bring fresh wave On hand interesting benchmarks life I would prefer experience together close friend partner husband cause I also associated cosy desirable homeIm looking good man honest trusting faithful That treat love respect Someone communicate friend looking love marriage someone grow old watch children happy us I believe waiting far away Talking traits character I would like cheerful laughter important ability love fully completely I want meet special man marry children love rest life I looking someone I relax cuddle take moonlight walks candlelight dinners dancing someone still make heart skip beat years come I want someone talk share good bad moments common life,man in black shirt is standing in front of crowd,1
4410, sibel444,2,0,4,1,I Sibel Ahmet jovial friendly comes around perfect Im passionate learning new things making differences meet new people make friends across globe Thanks taking time visit profile sibelahmet61 AT gmail DOT com,two women are sitting on bench in front of some trees,1
4411, Simpledude4u,5,1,1,2,I good listener kind warm caring forgiving reliable responsible honest optimistic I doer dreamer As honest kind loving man I seek woman shares qualities I believe foundation loving relationship built trust appreciation mutual respect If agree I would enjoy hearing looking somebody respect care,man in black shirt is standing in front of woman in black shirt,1
4412, simpleloving2,4,0,8,0,I kind caring considerate I good listener know heart others I better understanding love man Everybody past It makes better experiences Lets memorize good things cherish right create cozy home togetherEmail hangout text hangout sweetdoris2 AT GM 9162 92 7589,man in black shirt is standing in front of crowd,1
4413, simplesolo,7,1,3,3,optimistic personlovely caring good listeneri like golf soccer musici play piano tooalthough like professional love play,man in black shirt and black shirt is standing in front of woman in black shirt,1
4414, sinanwilson,7,1,3,3,sinan name engineer professional looking serious soul matte wife,two men are sitting on the edge of the edge of the water,1
4415, singlecarina012,4,0,8,0,I little bit shy bashful I need time get close new person I get close somebody I cherish appreciate relationship never take granted I like good shape I really lucky I like sport I may combine pleasant useful things oneI like jogging fitness And I love musicI also wide range interests music reading first places list,two girls are sitting on the edge of dock looking at the water,1
4416, singlecarol,4,0,14,1,Im single never married kid im honest caring open minded hard working like going beach fishing good music take walk around like funny make people around happy,man in red shirt is walking down the street,1
4417, singlecynthia31,4,0,10,0,I new dating world hope I remember I heart lady alot love understanding share right person MAN Have many trials tribulations life helped become better person know become faithful endearing caring compassionate person I today I happy I looking person happy Kids pets okay I see well Amateur gourmet cook likes pamper special person life Lots stories tell share Some great sad All helped I todayI want know honest truthful respectful Faithful without contemplation great communicator Nothing attractive themind soul ability communicate hold great conversation together,two people are standing on the street,1
4418, singlegiles,4,0,2,0,Im looking strongwilled confident purposeful sociable man ready open heart I want ready serious relationships thats Im looking hereI would like meet devoted honest calm man likes lead active lifestyle see life bright colors energetic full life goals try reach never gives strong high moral values It would great would romantic man would give much attention love support situation would views principles life,man in black shirt is standing in front of woman in black shirt and black shirt,1
4419, Singlejanet16,4,0,14,0,Energetic Sociable person I appreciate decency sincerity relationship man woman The inner beauty important beauty appearance I wish open new world world soul And I understand Only I seeking share sorrows joys best friend life partner I like travel much It interesting get knowledge new countries new people traditions Its great possibility,man in black shirt and beard with black hair is standing in front of woman in black shirt,1
4420, singlewoman11,4,0,14,1,I open sincere woman I love children animals I like mentality foreign men education perception world I love good open people I like communicate family love sport I like deception arrogance I appreciate people decency hard work sense humor,man in red shirt and beard wearing black shirt is sitting on bench,1
